date,channel,campaign,spend,impressions,clicks,conversions
2025-09-15,meta_ads,lead_gen_form,224.65,11816,422,8
2025-09-15,linkedin,decision_makers,46.85,406,14,0
2025-09-15,linkedin,saas_founders,135.06,800,20,0
2025-09-15,linkedin,enterprise_it,70.46,384,16,0
2025-09-15,organic,organic_traffic,0.0,2243,486,19
2025-09-15,email,welcome_drip,17.49,2368,64,3
2025-09-15,email,reactivation,19.91,2142,126,6
2025-09-15,email,weekly_newsletter,22.63,2783,121,4
2025-09-15,email,product_update,6.05,729,27,1
2025-09-16,google_ads,brand_search,127.99,1342,61,2
2025-09-16,google_ads,competitor_kw,245.89,1485,99,3
2025-09-16,google_ads,retargeting_display,208.55,6040,151,6
2025-09-16,google_ads,shopping_feed,134.78,3476,158,7
2025-09-16,meta_ads,lookalike_broad,221.64,2055,137,4
2025-09-16,meta_ads,retargeting_web,204.65,1938,114,3
2025-09-16,meta_ads,video_awareness,140.68,3948,141,1
2025-09-16,meta_ads,lead_gen_form,70.61,2574,66,1
2025-09-16,linkedin,decision_makers,69.66,414,18,0
2025-09-16,linkedin,saas_founders,120.73,390,26,0
2025-09-16,linkedin,enterprise_it,134.38,442,17,0
2025-09-16,organic,organic_traffic,0.0,2055,499,5
2025-09-16,email,welcome_drip,7.27,1435,41,3
2025-09-16,email,reactivation,13.33,3146,121,5
2025-09-16,email,weekly_newsletter,21.92,3007,97,5
2025-09-17,google_ads,brand_search,238.81,2400,120,4
2025-09-17,google_ads,competitor_kw,247.63,3808,238,6
2025-09-17,google_ads,retargeting_display,200.07,6600,165,7
2025-09-17,google_ads,shopping_feed,156.57,2783,121,3
2025-09-17,meta_ads,lookalike_broad,121.14,2703,159,3
2025-09-17,meta_ads,retargeting_web,211.99,5624,148,4
2025-09-17,meta_ads,video_awareness,180.44,4636,122,2
2025-09-17,meta_ads,lead_gen_form,223.71,3380,130,3
2025-09-17,linkedin,decision_makers,137.96,510,17,0
2025-09-17,linkedin,saas_founders,126.57,456,24,0
2025-09-17,organic,organic_traffic,0.0,1622,460,28
2025-09-17,email,welcome_drip,10.51,1736,62,4
2025-09-17,email,reactivation,12.47,1760,80,5
2025-09-17,email,weekly_newsletter,8.58,884,34,2
2025-09-17,email,product_update,6.74,390,26,1
2025-09-18,google_ads,competitor_kw,95.17,1872,48,2
2025-09-18,google_ads,retargeting_display,143.53,1602,89,2
2025-09-18,google_ads,shopping_feed,159.77,3293,89,1
2025-09-18,meta_ads,lookalike_broad,110.96,3296,103,3
2025-09-18,meta_ads,retargeting_web,100.28,3278,149,1
2025-09-18,meta_ads,video_awareness,161.74,10520,263,5
2025-09-18,linkedin,decision_makers,108.85,345,15,0
2025-09-18,linkedin,saas_founders,85.23,350,10,0
2025-09-18,linkedin,enterprise_it,60.99,256,8,0
2025-09-18,organic,organic_traffic,0.0,1271,653,29
2025-09-18,email,welcome_drip,6.84,924,33,1
2025-09-18,email,reactivation,17.25,3108,111,7
2025-09-18,email,weekly_newsletter,20.83,3640,130,7
2025-09-18,email,product_update,12.18,1512,56,3
2025-09-19,google_ads,brand_search,174.02,1387,73,1
2025-09-19,google_ads,competitor_kw,110.21,2673,81,3
2025-09-19,google_ads,retargeting_display,170.99,1776,111,4
2025-09-19,google_ads,shopping_feed,116.83,2200,110,4
2025-09-19,meta_ads,lookalike_broad,161.81,4160,104,2
2025-09-19,meta_ads,retargeting_web,176.18,6289,331,7
2025-09-19,meta_ads,video_awareness,139.66,2100,105,3
2025-09-19,meta_ads,lead_gen_form,123.87,3173,167,6
2025-09-19,linkedin,decision_makers,74.63,330,11,0
2025-09-19,linkedin,saas_founders,69.73,504,21,0
2025-09-19,linkedin,enterprise_it,121.92,714,21,0
2025-09-19,organic,organic_traffic,0.0,1543,119,29
2025-09-19,email,welcome_drip,16.64,4000,100,7
2025-09-19,email,reactivation,15.27,3300,110,7
2025-09-19,email,weekly_newsletter,10.11,780,39,1
2025-09-19,email,product_update,9.98,1917,71,3
2025-09-20,google_ads,competitor_kw,43.39,460,23,0
2025-09-20,google_ads,shopping_feed,75.45,3185,91,4
2025-09-20,meta_ads,lookalike_broad,41.65,1085,35,0
2025-09-20,meta_ads,retargeting_web,56.12,627,33,0
2025-09-20,meta_ads,video_awareness,43.26,910,26,0
2025-09-20,linkedin,decision_makers,40.84,266,7,0
2025-09-20,linkedin,enterprise_it,22.71,190,5,0
2025-09-20,organic,organic_traffic,0.0,841,510,19
2025-09-20,email,welcome_drip,7.85,700,35,2
2025-09-20,email,reactivation,3.51,325,13,0
2025-09-20,email,weekly_newsletter,2.84,527,17,0
2025-09-20,email,product_update,5.36,506,23,1
2025-09-21,google_ads,brand_search,63.92,2730,78,2
2025-09-21,google_ads,competitor_kw,39.16,987,47,1
2025-09-21,google_ads,shopping_feed,84.17,1449,63,2
2025-09-21,meta_ads,retargeting_web,88.85,1224,72,2
2025-09-21,meta_ads,video_awareness,29.48,1155,35,0
2025-09-21,meta_ads,lead_gen_form,73.23,1330,70,1
2025-09-21,linkedin,decision_makers,29.93,95,5,0
2025-09-21,linkedin,saas_founders,37.3,80,5,0
2025-09-21,linkedin,enterprise_it,47.66,306,9,0
2025-09-21,organic,organic_traffic,0.0,2435,800,25
2025-09-21,email,reactivation,6.32,576,24,0
2025-09-21,email,weekly_newsletter,5.05,1634,43,2
2025-09-21,email,product_update,8.1,560,35,1
2025-09-22,google_ads,competitor_kw,265.85,2415,115,3
2025-09-22,google_ads,retargeting_display,131.25,2208,92,2
2025-09-22,meta_ads,lookalike_broad,112.63,5024,157,2
2025-09-22,meta_ads,retargeting_web,129.22,2500,125,3
2025-09-22,meta_ads,video_awareness,97.78,1508,58,1
2025-09-22,linkedin,decision_makers,137.49,620,31,0
2025-09-22,linkedin,saas_founders,115.09,744,31,0
2025-09-22,linkedin,enterprise_it,65.48,420,15,0
2025-09-22,organic,organic_traffic,0.0,2046,709,25
2025-09-22,email,welcome_drip,21.13,2516,74,2
2025-09-22,email,weekly_newsletter,7.67,1540,55,2
2025-09-22,email,product_update,13.03,1026,57,1
2025-09-23,google_ads,brand_search,214.49,4485,115,5
2025-09-23,meta_ads,lookalike_broad,133.3,2754,162,3
2025-09-23,meta_ads,retargeting_web,166.87,4758,122,3
2025-09-23,meta_ads,video_awareness,150.62,3528,126,2
2025-09-23,meta_ads,lead_gen_form,188.11,2640,120,4
2025-09-23,linkedin,decision_makers,103.84,408,17,0
2025-09-23,linkedin,saas_founders,51.68,490,14,0
2025-09-23,linkedin,enterprise_it,92.96,360,18,0
2025-09-23,organic,organic_traffic,0.0,2919,438,6
2025-09-23,email,welcome_drip,12.11,1012,44,2
2025-09-23,email,reactivation,22.12,2975,85,5
2025-09-23,email,weekly_newsletter,8.85,940,47,3
2025-09-23,email,product_update,20.07,6400,200,6
2025-09-24,google_ads,retargeting_display,155.88,3390,113,3
2025-09-24,meta_ads,retargeting_web,113.63,2346,138,3
2025-09-24,meta_ads,video_awareness,216.07,10175,275,3
2025-09-24,meta_ads,lead_gen_form,102.46,2728,88,1
2025-09-24,linkedin,saas_founders,64.89,153,9,0
2025-09-24,linkedin,enterprise_it,119.07,390,15,0
2025-09-24,organic,organic_traffic,0.0,2565,213,24
2025-09-24,email,welcome_drip,18.66,2706,82,4
2025-09-24,email,reactivation,22.26,6825,195,10
2025-09-24,email,product_update,12.51,2400,100,3
2025-09-25,google_ads,brand_search,285.78,3795,115,3
2025-09-25,google_ads,competitor_kw,255.5,8126,239,6
2025-09-25,google_ads,retargeting_display,144.95,1920,80,3
2025-09-25,google_ads,shopping_feed,207.64,2604,93,2
2025-09-25,meta_ads,video_awareness,94.97,1245,83,2
2025-09-25,meta_ads,lead_gen_form,89.89,1708,61,1
2025-09-25,linkedin,decision_makers,51.72,210,6,0
2025-09-25,linkedin,saas_founders,74.06,253,11,0
2025-09-25,linkedin,enterprise_it,108.26,651,21,0
2025-09-25,organic,organic_traffic,0.0,2102,633,21
2025-09-25,email,reactivation,13.04,1032,43,2
2025-09-25,email,weekly_newsletter,12.25,2247,107,3
2025-09-25,email,product_update,16.36,1988,71,3
2025-09-26,google_ads,brand_search,230.78,3976,142,5
2025-09-26,google_ads,competitor_kw,190.35,2739,83,3
2025-09-26,google_ads,shopping_feed,172.74,3658,118,5
2025-09-26,meta_ads,lookalike_broad,125.77,4844,173,5
2025-09-26,meta_ads,retargeting_web,96.59,2294,62,2
2025-09-26,meta_ads,video_awareness,194.16,2052,108,1
2025-09-26,linkedin,decision_makers,68.94,342,9,0
2025-09-26,linkedin,saas_founders,106.67,624,16,0
2025-09-26,linkedin,enterprise_it,67.61,374,17,0
2025-09-26,organic,organic_traffic,0.0,1877,110,11
2025-09-26,email,welcome_drip,17.42,3120,120,8
2025-09-26,email,reactivation,20.51,2541,77,5
2025-09-26,email,weekly_newsletter,13.74,1968,82,4
2025-09-26,email,product_update,9.94,1000,40,2
2025-09-27,google_ads,brand_search,56.53,703,37,1
2025-09-27,google_ads,competitor_kw,88.91,874,38,1
2025-09-27,google_ads,retargeting_display,104.83,1472,46,2
2025-09-27,google_ads,shopping_feed,109.35,1596,76,1
2025-09-27,meta_ads,lookalike_broad,88.63,988,52,0
2025-09-27,meta_ads,retargeting_web,30.07,616,28,0
2025-09-27,meta_ads,video_awareness,77.1,1080,72,1
2025-09-27,meta_ads,lead_gen_form,51.33,950,38,0
2025-09-27,linkedin,decision_makers,33.08,231,7,0
2025-09-27,linkedin,saas_founders,27.51,64,4,0
2025-09-27,linkedin,enterprise_it,34.13,132,4,0
2025-09-27,organic,organic_traffic,0.0,1703,495,8
2025-09-27,email,welcome_drip,2.6,144,9,0
2025-09-27,email,reactivation,5.77,735,21,0
2025-09-27,email,weekly_newsletter,5.96,1332,37,1
2025-09-27,email,product_update,2.61,600,25,0
2025-09-28,google_ads,brand_search,86.14,2088,72,2
2025-09-28,google_ads,competitor_kw,67.67,1200,50,1
2025-09-28,google_ads,retargeting_display,79.22,3478,94,4
2025-09-28,google_ads,shopping_feed,92.78,2720,85,1
2025-09-28,meta_ads,retargeting_web,31.51,1080,27,0
2025-09-28,meta_ads,lead_gen_form,62.31,1460,73,2
2025-09-28,linkedin,decision_makers,50.93,150,6,0
2025-09-28,linkedin,saas_founders,44.47,208,8,0
2025-09-28,linkedin,enterprise_it,50.34,296,8,0
2025-09-28,organic,organic_traffic,0.0,921,214,15
2025-09-28,email,welcome_drip,8.34,720,45,3
2025-09-28,email,reactivation,7.44,1443,39,3
2025-09-28,email,product_update,3.73,672,28,1
2025-09-29,google_ads,brand_search,159.65,2079,99,3
2025-09-29,google_ads,competitor_kw,289.09,4000,200,8
2025-09-29,google_ads,retargeting_display,281.83,4176,116,4
2025-09-29,google_ads,shopping_feed,264.42,4408,116,4
2025-09-29,meta_ads,lookalike_broad,105.8,1540,70,1
2025-09-29,meta_ads,retargeting_web,114.78,1156,68,0
2025-09-29,meta_ads,video_awareness,218.17,4611,159,5
2025-09-29,linkedin,decision_makers,107.11,440,22,0
2025-09-29,linkedin,saas_founders,51.09,260,13,0
2025-09-29,linkedin,enterprise_it,127.61,720,30,0
2025-09-29,organic,organic_traffic,0.0,1123,626,29
2025-09-29,email,reactivation,14.77,1598,94,4
2025-09-29,email,weekly_newsletter,22.2,4719,121,4
2025-09-29,email,product_update,5.85,567,21,1
2025-09-30,google_ads,retargeting_display,177.0,2295,85,3
2025-09-30,google_ads,shopping_feed,213.58,5208,217,6
2025-09-30,meta_ads,lookalike_broad,229.85,2720,136,2
2025-09-30,meta_ads,retargeting_web,190.19,12597,323,8
2025-09-30,meta_ads,video_awareness,173.32,6116,278,9
2025-09-30,meta_ads,lead_gen_form,127.55,3198,82,1
2025-09-30,linkedin,decision_makers,79.49,162,9,0
2025-09-30,linkedin,saas_founders,77.41,209,11,0
2025-09-30,linkedin,enterprise_it,110.25,380,20,0
2025-09-30,organic,organic_traffic,0.0,1711,148,29
2025-09-30,email,welcome_drip,14.18,1216,64,3
2025-09-30,email,reactivation,20.09,5565,159,12
2025-09-30,email,weekly_newsletter,17.3,1701,81,2
2025-09-30,email,product_update,7.67,420,28,1
2025-10-01,google_ads,brand_search,302.09,4284,126,3
2025-10-01,google_ads,competitor_kw,312.99,5250,250,8
2025-10-01,google_ads,retargeting_display,157.34,5238,194,3
2025-10-01,google_ads,shopping_feed,220.11,2548,91,2
2025-10-01,meta_ads,lookalike_broad,106.44,3322,151,2
2025-10-01,meta_ads,retargeting_web,170.79,2880,144,3
2025-10-01,meta_ads,video_awareness,110.1,3660,122,4
2025-10-01,meta_ads,lead_gen_form,224.32,4350,174,6
2025-10-01,linkedin,decision_makers,145.69,1102,29,0
2025-10-01,linkedin,saas_founders,179.95,1628,44,1
2025-10-01,linkedin,enterprise_it,69.75,551,19,0
2025-10-01,organic,organic_traffic,0.0,631,370,22
2025-10-01,email,welcome_drip,18.01,2516,68,2
2025-10-01,email,reactivation,20.61,2047,89,6
2025-10-01,email,product_update,20.56,5217,141,5
2025-10-02,google_ads,brand_search,218.79,7992,216,10
2025-10-02,google_ads,retargeting_display,132.16,2418,62,1
2025-10-02,google_ads,shopping_feed,315.85,8816,232,6
2025-10-02,meta_ads,lookalike_broad,277.55,8610,246,4
2025-10-02,meta_ads,retargeting_web,191.14,2244,132,4
2025-10-02,meta_ads,video_awareness,231.11,7437,201,6
2025-10-02,meta_ads,lead_gen_form,105.2,3276,182,3
2025-10-02,linkedin,decision_makers,182.93,784,28,0
2025-10-02,linkedin,saas_founders,80.66,342,19,0
2025-10-02,linkedin,enterprise_it,79.01,396,12,0
2025-10-02,organic,organic_traffic,0.0,2476,229,15
2025-10-02,email,welcome_drip,28.18,2250,150,10
2025-10-02,email,reactivation,13.14,1710,90,6
2025-10-02,email,weekly_newsletter,22.76,6055,173,7
2025-10-02,email,product_update,17.66,1411,83,3
2025-10-03,google_ads,brand_search,152.9,1825,73,3
2025-10-03,google_ads,competitor_kw,381.65,8576,268,8
2025-10-03,google_ads,shopping_feed,364.82,6752,211,6
2025-10-03,meta_ads,retargeting_web,234.97,3510,135,3
2025-10-03,meta_ads,video_awareness,271.39,5810,166,1
2025-10-03,meta_ads,lead_gen_form,149.78,6972,249,4
2025-10-03,linkedin,decision_makers,116.54,1406,38,0
2025-10-03,linkedin,saas_founders,135.13,684,19,0
2025-10-03,organic,organic_traffic,0.0,1056,511,21
2025-10-03,email,reactivation,27.27,2475,99,5
2025-10-03,email,weekly_newsletter,15.49,1008,63,2
2025-10-03,email,product_update,21.28,2448,144,7
2025-10-04,google_ads,brand_search,149.31,1197,63,2
2025-10-04,google_ads,competitor_kw,139.21,1472,64,2
2025-10-04,google_ads,retargeting_display,49.56,864,24,0
2025-10-04,google_ads,shopping_feed,100.3,2856,119,3
2025-10-04,meta_ads,lookalike_broad,67.03,741,39,1
2025-10-04,meta_ads,retargeting_web,120.91,2556,71,1
2025-10-04,meta_ads,video_awareness,70.91,976,61,1
2025-10-04,meta_ads,lead_gen_form,77.52,3159,117,3
2025-10-04,linkedin,decision_makers,45.93,325,13,0
2025-10-04,linkedin,saas_founders,41.2,200,5,0
2025-10-04,organic,organic_traffic,0.0,2361,609,7
2025-10-04,email,welcome_drip,11.05,1173,51,2
2025-10-04,email,reactivation,3.74,465,15,0
2025-10-04,email,weekly_newsletter,11.9,1739,47,2
2025-10-04,email,product_update,8.2,1591,43,1
2025-10-05,google_ads,brand_search,127.01,4173,107,3
2025-10-05,google_ads,competitor_kw,119.44,1680,70,2
2025-10-05,google_ads,retargeting_display,73.11,630,42,1
2025-10-05,google_ads,shopping_feed,121.27,1971,73,2
2025-10-05,meta_ads,lookalike_broad,48.05,1924,52,1
2025-10-05,meta_ads,retargeting_web,75.67,1708,61,0
2025-10-05,meta_ads,video_awareness,91.56,4524,156,6
2025-10-05,linkedin,decision_makers,45.28,182,7,0
2025-10-05,linkedin,saas_founders,51.74,560,16,0
2025-10-05,linkedin,enterprise_it,27.38,132,4,0
2025-10-05,organic,organic_traffic,0.0,902,747,27
2025-10-05,email,welcome_drip,3.08,300,15,0
2025-10-05,email,reactivation,6.7,525,25,1
2025-10-05,email,weekly_newsletter,5.07,840,30,1
2025-10-05,email,product_update,10.42,3420,95,4
2025-10-06,google_ads,retargeting_display,142.28,5511,167,6
2025-10-06,google_ads,shopping_feed,378.11,6815,235,5
2025-10-06,meta_ads,lookalike_broad,265.92,9207,279,3
2025-10-06,meta_ads,retargeting_web,197.19,2640,132,2
2025-10-06,meta_ads,video_awareness,247.96,6265,179,2
2025-10-06,linkedin,decision_makers,115.53,375,15,0
2025-10-06,linkedin,saas_founders,109.7,221,13,0
2025-10-06,linkedin,enterprise_it,68.17,624,16,0
2025-10-06,organic,organic_traffic,0.0,2451,746,26
2025-10-06,email,welcome_drip,28.88,4256,133,6
2025-10-06,email,reactivation,9.72,1462,43,1
2025-10-06,email,weekly_newsletter,13.36,3286,106,3
2025-10-07,google_ads,brand_search,264.85,6463,281,7
2025-10-07,google_ads,competitor_kw,230.6,4212,162,4
2025-10-07,google_ads,retargeting_display,349.5,11220,330,15
2025-10-07,google_ads,shopping_feed,260.19,3720,186,6
2025-10-07,meta_ads,lookalike_broad,160.97,8128,254,8
2025-10-07,meta_ads,retargeting_web,178.61,11690,334,8
2025-10-07,meta_ads,video_awareness,268.94,9396,324,10
2025-10-07,meta_ads,lead_gen_form,228.2,10754,283,11
2025-10-07,linkedin,decision_makers,175.66,420,28,0
2025-10-07,linkedin,saas_founders,101.01,390,13,0
2025-10-07,linkedin,enterprise_it,94.46,396,12,0
2025-10-07,organic,organic_traffic,0.0,2780,195,19
2025-10-07,email,welcome_drip,16.06,3120,78,3
2025-10-07,email,reactivation,22.21,2890,85,6
2025-10-07,email,weekly_newsletter,14.06,2139,69,2
2025-10-07,email,product_update,26.83,2508,114,7
2025-10-08,google_ads,retargeting_display,206.09,2584,152,5
2025-10-08,meta_ads,lookalike_broad,114.19,1932,69,1
2025-10-08,meta_ads,retargeting_web,193.47,11377,367,11
2025-10-08,meta_ads,video_awareness,256.1,4410,210,8
2025-10-08,meta_ads,lead_gen_form,229.75,7557,229,5
2025-10-08,linkedin,saas_founders,95.41,510,15,0
2025-10-08,linkedin,enterprise_it,89.75,624,24,0
2025-10-08,organic,organic_traffic,0.0,821,459,18
2025-10-08,email,welcome_drip,20.35,6120,153,9
2025-10-08,email,reactivation,23.12,3367,91,4
2025-10-08,email,weekly_newsletter,21.92,1924,74,4
2025-10-08,email,product_update,16.6,1710,57,2
2025-10-09,google_ads,brand_search,267.91,3300,150,3
2025-10-09,google_ads,competitor_kw,260.72,5148,132,4
2025-10-09,google_ads,retargeting_display,210.33,3212,146,6
2025-10-09,meta_ads,lookalike_broad,235.73,4921,133,4
2025-10-09,meta_ads,retargeting_web,208.13,6968,268,7
2025-10-09,meta_ads,video_awareness,262.34,2718,151,1
2025-10-09,meta_ads,lead_gen_form,165.76,6003,207,4
2025-10-09,linkedin,decision_makers,139.99,918,27,0
2025-10-09,linkedin,saas_founders,104.1,286,13,0
2025-10-09,linkedin,enterprise_it,101.27,468,18,0
2025-10-09,organic,organic_traffic,0.0,1253,366,13
2025-10-09,email,welcome_drip,17.03,2512,157,10
2025-10-09,email,weekly_newsletter,20.18,2952,123,6
2025-10-09,email,product_update,26.64,4144,148,11
2025-10-10,google_ads,brand_search,286.15,3795,165,7
2025-10-10,google_ads,retargeting_display,179.84,3762,114,3
2025-10-10,google_ads,shopping_feed,195.76,4095,117,3
2025-10-10,meta_ads,lookalike_broad,129.08,2128,76,2
2025-10-10,meta_ads,retargeting_web,300.04,5616,234,4
2025-10-10,meta_ads,video_awareness,271.41,6194,326,5
2025-10-10,meta_ads,lead_gen_form,161.89,2832,118,1
2025-10-10,linkedin,decision_makers,146.5,960,30,0
2025-10-10,linkedin,enterprise_it,105.55,840,24,0
2025-10-10,organic,organic_traffic,0.0,2146,654,21
2025-10-10,email,welcome_drip,28.9,4641,221,13
2025-10-10,email,reactivation,11.15,760,40,1
2025-10-10,email,weekly_newsletter,10.51,1225,35,1
2025-10-10,email,product_update,12.3,1558,41,2
2025-10-11,google_ads,brand_search,140.53,1472,92,2
2025-10-11,google_ads,competitor_kw,60.28,1449,69,1
2025-10-11,google_ads,retargeting_display,102.51,2250,125,5
2025-10-11,google_ads,shopping_feed,116.31,2912,91,4
2025-10-11,meta_ads,lookalike_broad,44.07,1092,42,0
2025-10-11,meta_ads,retargeting_web,49.15,1314,73,1
2025-10-11,meta_ads,video_awareness,45.35,688,43,1
2025-10-11,meta_ads,lead_gen_form,70.72,1140,57,1
2025-10-11,linkedin,saas_founders,43.75,198,9,0
2025-10-11,organic,organic_traffic,0.0,1649,302,23
2025-10-11,email,reactivation,3.55,304,19,1
2025-10-11,email,weekly_newsletter,8.81,1560,78,6
2025-10-11,email,product_update,7.24,1608,67,4
2025-10-12,google_ads,brand_search,79.94,1932,84,2
2025-10-12,google_ads,competitor_kw,67.21,1144,44,1
2025-10-12,google_ads,retargeting_display,84.16,1188,36,0
2025-10-12,google_ads,shopping_feed,57.2,1326,34,1
2025-10-12,meta_ads,retargeting_web,112.98,2440,122,4
2025-10-12,meta_ads,video_awareness,100.66,2016,126,4
2025-10-12,meta_ads,lead_gen_form,47.22,1088,32,0
2025-10-12,linkedin,decision_makers,61.71,560,14,0
2025-10-12,linkedin,saas_founders,29.92,160,4,0
2025-10-12,linkedin,enterprise_it,53.07,240,10,0
2025-10-12,organic,organic_traffic,0.0,1119,231,27
2025-10-12,email,welcome_drip,7.61,625,25,1
2025-10-12,email,reactivation,10.58,1566,87,3
2025-10-12,email,weekly_newsletter,5.88,580,20,1
2025-10-12,email,product_update,6.77,1586,61,1
2025-10-13,google_ads,competitor_kw,146.39,3096,172,6
2025-10-13,google_ads,retargeting_display,258.94,3024,108,3
2025-10-13,google_ads,shopping_feed,365.22,4693,247,11
2025-10-13,meta_ads,lookalike_broad,157.1,5712,238,9
2025-10-13,meta_ads,retargeting_web,296.56,9408,336,5
2025-10-13,meta_ads,video_awareness,166.71,3667,193,6
2025-10-13,meta_ads,lead_gen_form,113.2,4340,124,1
2025-10-13,linkedin,decision_makers,88.82,468,12,0
2025-10-13,linkedin,enterprise_it,153.33,315,21,0
2025-10-13,organic,organic_traffic,0.0,1639,754,14
2025-10-13,email,welcome_drip,12.8,1848,66,3
2025-10-13,email,reactivation,9.43,1311,57,1
2025-10-13,email,weekly_newsletter,20.84,3993,121,5
2025-10-13,email,product_update,19.88,3780,180,6
2025-10-14,google_ads,competitor_kw,147.45,2960,74,2
2025-10-14,google_ads,retargeting_display,255.85,6264,174,7
2025-10-14,google_ads,shopping_feed,161.45,2580,172,7
2025-10-14,meta_ads,lookalike_broad,118.52,1340,67,2
2025-10-14,meta_ads,retargeting_web,197.29,2714,118,2
2025-10-14,meta_ads,lead_gen_form,224.68,4968,138,4
2025-10-14,linkedin,decision_makers,131.88,888,24,0
2025-10-14,linkedin,saas_founders,88.67,396,12,0
2025-10-14,linkedin,enterprise_it,74.48,253,11,0
2025-10-14,organic,organic_traffic,0.0,1681,206,10
2025-10-14,email,welcome_drip,11.58,1702,46,3
2025-10-14,email,reactivation,13.39,1488,48,3
2025-10-14,email,product_update,8.91,1222,47,3
2025-10-15,google_ads,brand_search,309.01,5191,179,8
2025-10-15,google_ads,competitor_kw,238.87,5400,180,8
2025-10-15,google_ads,retargeting_display,292.23,3510,234,9
2025-10-15,google_ads,shopping_feed,206.69,4025,161,5
2025-10-15,meta_ads,lookalike_broad,113.58,2156,77,2
2025-10-15,meta_ads,retargeting_web,286.49,6567,199,6
2025-10-15,meta_ads,video_awareness,132.91,4641,221,6
2025-10-15,meta_ads,lead_gen_form,280.84,4302,239,8
2025-10-15,linkedin,saas_founders,79.45,285,15,0
2025-10-15,linkedin,enterprise_it,139.38,288,18,0
2025-10-15,organic,organic_traffic,0.0,592,339,15
2025-10-15,email,welcome_drip,9.94,2160,54,2
2025-10-15,email,reactivation,20.06,1072,67,4
2025-10-15,email,weekly_newsletter,22.99,2160,108,7
2025-10-15,email,product_update,8.22,816,51,3
2025-10-16,google_ads,retargeting_display,327.48,6060,404,11
2025-10-16,google_ads,shopping_feed,260.52,5376,168,6
2025-10-16,meta_ads,lookalike_broad,109.9,2124,118,4
2025-10-16,meta_ads,retargeting_web,104.9,2970,198,6
2025-10-16,meta_ads,video_awareness,238.88,5265,135,1
2025-10-16,meta_ads,lead_gen_form,242.5,9548,341,12
2025-10-16,linkedin,decision_makers,135.84,340,17,0
2025-10-16,linkedin,saas_founders,94.72,444,12,0
2025-10-16,linkedin,enterprise_it,163.76,1188,36,0
2025-10-16,organic,organic_traffic,0.0,1544,514,12
2025-10-16,email,welcome_drip,20.56,2670,89,5
2025-10-16,email,reactivation,12.4,1710,95,4
2025-10-16,email,weekly_newsletter,18.2,1292,76,2
2025-10-16,email,product_update,12.52,645,43,2
2025-10-17,google_ads,brand_search,129.54,3108,111,3
2025-10-17,google_ads,competitor_kw,248.24,2166,114,5
2025-10-17,google_ads,retargeting_display,373.78,7000,175,5
2025-10-17,google_ads,shopping_feed,359.1,6825,175,7
2025-10-17,meta_ads,lookalike_broad,286.33,3280,164,5
2025-10-17,meta_ads,retargeting_web,175.6,6969,303,10
2025-10-17,meta_ads,video_awareness,142.46,3348,93,1
2025-10-17,meta_ads,lead_gen_form,304.26,7560,270,6
2025-10-17,linkedin,decision_makers,112.91,616,22,0
2025-10-17,linkedin,saas_founders,73.52,403,13,0
2025-10-17,organic,organic_traffic,0.0,1383,415,28
2025-10-17,email,welcome_drip,13.0,3744,96,3
2025-10-17,email,reactivation,10.38,1288,56,2
2025-10-17,email,weekly_newsletter,15.89,3150,150,11
2025-10-17,email,product_update,17.63,1281,61,4
2025-10-18,google_ads,brand_search,141.42,3104,97,3
2025-10-18,google_ads,competitor_kw,67.79,1440,72,2
2025-10-18,google_ads,retargeting_display,113.49,1634,86,2
2025-10-18,google_ads,shopping_feed,74.18,1652,59,1
2025-10-18,meta_ads,lookalike_broad,43.99,918,27,0
2025-10-18,meta_ads,video_awareness,94.0,2808,156,2
2025-10-18,meta_ads,lead_gen_form,41.65,960,24,0
2025-10-18,linkedin,decision_makers,30.13,68,4,0
2025-10-18,linkedin,saas_founders,38.05,210,7,0
2025-10-18,linkedin,enterprise_it,35.01,75,5,0
2025-10-18,organic,organic_traffic,0.0,1140,178,30
2025-10-18,email,welcome_drip,11.81,1344,64,3
2025-10-18,email,reactivation,3.85,805,35,2
2025-10-18,email,product_update,5.97,680,20,1
2025-10-19,google_ads,competitor_kw,99.36,1290,43,1
2025-10-19,google_ads,retargeting_display,142.02,2457,63,1
2025-10-19,google_ads,shopping_feed,128.04,3090,103,2
2025-10-19,meta_ads,video_awareness,43.31,750,25,0
2025-10-19,meta_ads,lead_gen_form,44.67,1292,34,1
2025-10-19,linkedin,decision_makers,64.75,224,8,0
2025-10-19,linkedin,saas_founders,52.2,162,6,0
2025-10-19,linkedin,enterprise_it,42.21,162,6,0
2025-10-19,organic,organic_traffic,0.0,2380,185,15
2025-10-19,email,reactivation,7.28,390,26,1
2025-10-19,email,weekly_newsletter,8.82,893,47,3
2025-10-19,email,product_update,4.96,812,28,1
2025-10-20,google_ads,brand_search,371.44,16224,416,8
2025-10-20,google_ads,competitor_kw,286.5,2300,115,3
2025-10-20,google_ads,retargeting_display,316.48,6755,193,4
2025-10-20,google_ads,shopping_feed,181.78,2133,79,3
2025-10-20,meta_ads,lookalike_broad,166.61,4316,166,5
2025-10-20,linkedin,decision_makers,128.8,1640,41,1
2025-10-20,linkedin,saas_founders,164.46,720,45,0
2025-10-20,linkedin,enterprise_it,165.87,1456,52,0
2025-10-20,organic,organic_traffic,0.0,2196,101,27
2025-10-20,email,welcome_drip,8.55,1496,44,2
